# generated_by=tools/oracle/spectrogram_reference.py
# signal=synthetic
# sample_rate=16000
# duration=0.08
# window_length=0.01
# max_frequency=3200
# time_step=0.004
# frequency_step=125
time_s,frequency_hz,db
0.0099999999999999985,875,-124.63036002145564
0.013999999999999999,875,-124.79972645954956
0.017999999999999999,875,-124.82153660922572
0.021999999999999999,875,-124.6961722803108
0.025999999999999999,875,-124.67465937009794
0.029999999999999999,875,-124.65916512373491
0.034000000000000002,875,-124.64326607744162
0.037999999999999999,875,-124.76166817248888
0.042000000000000003,875,-124.81041505669288
0.045999999999999999,875,-124.71043658397636
0.049999999999999996,875,-124.68080382773255
0.053999999999999999,875,-124.68889283838409
0.058000000000000003,875,-124.65169043889277
0.062,875,-124.70781551783018
0.066000000000000003,875,-124.78196571912491
0.0059999999999999984,1000,-71.226314045558482
0.0099999999999999985,1000,-72.664228944582192
0.013999999999999999,1000,-72.664823755852808
0.017999999999999999,1000,-72.665136101309457
0.021999999999999999,1000,-72.66491203721192
0.025999999999999999,1000,-72.664144295239993
0.029999999999999999,1000,-72.663741609894274
0.034000000000000002,1000,-72.664123472690335
0.037999999999999999,1000,-72.664655558557087
0.042000000000000003,1000,-72.664958367058972
0.045999999999999999,1000,-72.664905328895784
0.049999999999999996,1000,-72.664379073563452
0.053999999999999999,1000,-72.663929688814918
0.058000000000000003,1000,-72.664094811205516
0.062,1000,-72.664518149786815
0.066000000000000003,1000,-72.664807091104507
0.0059999999999999984,1125,-42.733842627232683
0.0099999999999999985,1125,-42.748954103986947
0.013999999999999999,1125,-42.748947782195955
0.017999999999999999,1125,-42.748947858704263
0.021999999999999999,1125,-42.748953459055272
0.025999999999999999,1125,-42.748951444446554
0.029999999999999999,1125,-42.748950801225945
0.034000000000000002,1125,-42.748953141962645
0.037999999999999999,1125,-42.748948774157476
0.042000000000000003,1125,-42.748947378732332
0.045999999999999999,1125,-42.74895225459646
0.049999999999999996,1125,-42.748952089192905
0.053999999999999999,1125,-42.748950385124189
0.058000000000000003,1125,-42.748952716306064
0.062,1125,-42.748951301620252
0.066000000000000003,1125,-42.748948054017887
0.0059999999999999984,1250,-35.173685732425845
0.0099999999999999985,1250,-35.158727317339107
0.013999999999999999,1250,-35.158723697221042
0.017999999999999999,1250,-35.158721662332525
0.021999999999999999,1250,-35.15872269718151
0.025999999999999999,1250,-35.158728237196357
0.029999999999999999,1250,-35.1587310418711
0.034000000000000002,1250,-35.15872809003158
0.037999999999999999,1250,-35.158724665626522
0.042000000000000003,1250,-35.158722739551642
0.045999999999999999,1250,-35.158722757328654
0.049999999999999996,1250,-35.158726447212651
0.053999999999999999,1250,-35.158729840136054
0.058000000000000003,1250,-35.158728430250939
0.062,1250,-35.158725577654408
0.066000000000000003,1250,-35.158723779348819
0.0059999999999999984,1375,-49.967943861922279
0.0099999999999999985,1375,-49.892755504886168
0.013999999999999999,1375,-49.892767938276819
0.017999999999999999,1375,-49.892770030610343
0.021999999999999999,1375,-49.892759613468243
0.025999999999999999,1375,-49.89276209315328
0.029999999999999999,1375,-49.892761109412831
0.034000000000000002,1375,-49.892757324080918
0.037999999999999999,1375,-49.892765900413821
0.042000000000000003,1375,-49.89276911141107
0.045999999999999999,1375,-49.892762164640857
0.049999999999999996,1375,-49.892760857307046
0.053999999999999999,1375,-49.892762287748802
0.058000000000000003,1375,-49.892758309987272
0.062,1375,-49.892761579355749
0.066000000000000003,1375,-49.89276738129395
0.0059999999999999984,1500,-85.109990780295206
0.0099999999999999985,1500,-86.947346345707331
0.013999999999999999,1500,-86.94806535035795
0.017999999999999999,1500,-86.94856941054411
0.021999999999999999,1500,-86.948444468158073
0.025999999999999999,1500,-86.947113047227035
0.029999999999999999,1500,-86.946436380882503
0.034000000000000002,1500,-86.947186001687712
0.037999999999999999,1500,-86.947922189851369
0.042000000000000003,1500,-86.948307604249507
0.045999999999999999,1500,-86.948442533876261
0.049999999999999996,1500,-86.947532358031069
0.053999999999999999,1500,-86.946638313105183
0.058000000000000003,1500,-86.947036589986681
0.062,1500,-86.947691283398285
0.066000000000000003,1500,-86.948035550985608
0.0059999999999999984,1625,-94.765927173281668
0.0099999999999999985,1625,-147.90701599376024
0.013999999999999999,1625,-147.17771319743679
0.017999999999999999,1625,-147.07390102646247
0.021999999999999999,1625,-147.59705273846848
0.025999999999999999,1625,-147.46315631068543
0.029999999999999999,1625,-147.56540391312828
0.034000000000000002,1625,-147.78122505274291
0.037999999999999999,1625,-147.28501636058272
0.042000000000000003,1625,-147.04891730521919
0.045999999999999999,1625,-147.51244975455171
0.049999999999999996,1625,-147.53307417213574
0.053999999999999999,1625,-147.43054552050233
0.058000000000000003,1625,-147.7262572481327
0.062,1625,-147.52906423897036
0.066000000000000003,1625,-147.20136056378024
0.0059999999999999984,1750,-96.885526122427621
0.0099999999999999985,1750,-161.7660490986917
0.013999999999999999,1750,-163.29228362893485
0.017999999999999999,1750,-168.55788054595956
0.021999999999999999,1750,-165.99899718399206
0.025999999999999999,1750,-161.41179547432336
0.029999999999999999,1750,-159.3737682067769
0.034000000000000002,1750,-162.1822141955312
0.037999999999999999,1750,-163.71886024192162
0.042000000000000003,1750,-167.7982008375038
0.045999999999999999,1750,-167.64633094257277
0.049999999999999996,1750,-163.31224822951469
0.053999999999999999,1750,-160.14702461183441
0.058000000000000003,1750,-161.52360007261882
0.062,1750,-163.16290971976258
0.066000000000000003,1750,-165.14428853727543
0.0059999999999999984,1875,-98.678595480432762
0.0099999999999999985,1875,-164.78713992096806
0.013999999999999999,1875,-171.27136243864078
0.017999999999999999,1875,-173.06807143038998
0.021999999999999999,1875,-166.82998698786918
0.025999999999999999,1875,-166.92345509337187
0.029999999999999999,1875,-167.65197119465799
0.034000000000000002,1875,-165.69702826847274
0.037999999999999999,1875,-170.65069821144112
0.042000000000000003,1875,-173.23406436814139
0.045999999999999999,1875,-168.69661472605878
0.049999999999999996,1875,-167.48543693627593
0.053999999999999999,1875,-168.46906854520387
0.058000000000000003,1875,-165.70963154077489
0.062,1875,-167.13901917755291
0.066000000000000003,1875,-171.22829710055646
0.0059999999999999984,2000,-100.25002068073
0.0099999999999999985,2000,-166.71779556339953
0.013999999999999999,2000,-168.20985792616483
0.017999999999999999,2000,-176.18479867424583
0.021999999999999999,2000,-170.23661253644599
0.025999999999999999,2000,-166.51636478197997
0.029999999999999999,2000,-164.5140777616588
0.034000000000000002,2000,-169.57298052789665
0.037999999999999999,2000,-169.84543374328499
0.042000000000000003,2000,-180.08211709418384
0.045999999999999999,2000,-178.17375696789694
0.049999999999999996,2000,-170.67845250693426
0.053999999999999999,2000,-165.45073704897433
0.058000000000000003,2000,-167.02576493800501
0.062,2000,-168.09479957832153
0.066000000000000003,2000,-171.70289213491867
0.0059999999999999984,2125,-101.69063001819951
0.0099999999999999985,2125,-167.70334876948237
0.013999999999999999,2125,-173.20571725737682
0.017999999999999999,2125,-177.04144881223809
0.021999999999999999,2125,-169.16746353943697
0.025999999999999999,2125,-170.23713949175146
0.029999999999999999,2125,-171.9092289270458
0.034000000000000002,2125,-169.84575092231131
0.037999999999999999,2125,-176.8774049329333
0.042000000000000003,2125,-180.69478001720563
0.045999999999999999,2125,-173.35131803090789
0.049999999999999996,2125,-171.87522768350121
0.053999999999999999,2125,-171.71768543150904
0.058000000000000003,2125,-168.18845236422962
0.062,2125,-169.85574233029627
0.066000000000000003,2125,-174.83693793066266
0.0059999999999999984,2250,-103.11735168332171
0.0099999999999999985,2250,-168.92934232617063
0.013999999999999999,2250,-170.23545011363404
0.017999999999999999,2250,-176.68283936109361
0.021999999999999999,2250,-171.70456834677333
0.025999999999999999,2250,-169.58999209973359
0.029999999999999999,2250,-168.24723306294231
0.034000000000000002,2250,-178.89687542867537
0.037999999999999999,2250,-174.01713345707373
0.042000000000000003,2250,-181.93816080392068
0.045999999999999999,2250,-181.06661736363327
0.049999999999999996,2250,-177.17637698053721
0.053999999999999999,2250,-168.79797810458356
0.058000000000000003,2250,-169.8227666276012
0.062,2250,-170.21994812324508
0.066000000000000003,2250,-174.45144497533857
0.0059999999999999984,2375,-104.73794847050796
0.0099999999999999985,2375,-149.63890921546269
0.013999999999999999,2375,-150.18057941008792
0.017999999999999999,2375,-150.3766111588069
0.021999999999999999,2375,-149.84123139438918
0.025999999999999999,2375,-150.10586424294485
0.029999999999999999,2375,-150.78917406622173
0.034000000000000002,2375,-151.27069776277398
0.037999999999999999,2375,-150.795093771007
0.042000000000000003,2375,-150.55337444128088
0.045999999999999999,2375,-150.8657385927622
0.049999999999999996,2375,-150.87425025013877
0.053999999999999999,2375,-150.18758021983442
0.058000000000000003,2375,-149.74007728840741
0.062,2375,-149.94184037664908
0.066000000000000003,2375,-150.16879329642993
0.0059999999999999984,2500,-97.276984621554234
0.0099999999999999985,2500,-95.083146671954353
0.013999999999999999,2500,-95.083756668558323
0.017999999999999999,2500,-95.084016219250771
0.021999999999999999,2500,-95.083477007176356
0.025999999999999999,2500,-95.083615751246498
0.029999999999999999,2500,-95.084213872053567
0.034000000000000002,2500,-95.084642517497713
0.037999999999999999,2500,-95.084269887567871
0.042000000000000003,2500,-95.083908021431142
0.045999999999999999,2500,-95.084219668064023
0.049999999999999996,2500,-95.08438100545176
0.053999999999999999,2500,-95.083762977582765
0.058000000000000003,2500,-95.083289706406077
0.062,2500,-95.083456079560989
0.066000000000000003,2500,-95.083732491087204
0.0059999999999999984,2625,-61.613628986556115
0.0099999999999999985,2625,-61.598220129858632
0.013999999999999999,2625,-61.598201978943763
0.017999999999999999,2625,-61.598200895269706
0.021999999999999999,2625,-61.59821058577446
0.025999999999999999,2625,-61.598210107946812
0.029999999999999999,2625,-61.598184834690088
0.034000000000000002,2625,-61.598173600922436
0.037999999999999999,2625,-61.598187305088324
0.042000000000000003,2625,-61.598193205717038
0.045999999999999999,2625,-61.598184220092008
0.049999999999999996,2625,-61.598185030131624
0.053999999999999999,2625,-61.598201166682443
0.058000000000000003,2625,-61.598216336324604
0.062,2625,-61.598210577978783
0.066000000000000003,2625,-61.598201317143399
0.0059999999999999984,2750,-50.433834040849987
0.0099999999999999985,2750,-50.43605114678418
0.013999999999999999,2750,-50.436049167922661
0.017999999999999999,2750,-50.436048822251749
0.021999999999999999,2750,-50.436049816104465
0.025999999999999999,2750,-50.436049886480149
0.029999999999999999,2750,-50.436046788733634
0.034000000000000002,2750,-50.436045073195679
0.037999999999999999,2750,-50.436046521959248
0.042000000000000003,2750,-50.436047553979151
0.045999999999999999,2750,-50.436046744320251
0.049999999999999996,2750,-50.436046562656003
0.053999999999999999,2750,-50.436048320687647
0.058000000000000003,2750,-50.436050215009239
0.062,2750,-50.436049696538767
0.066000000000000003,2750,-50.43604858114491
0.0059999999999999984,2875,-61.616703845061728
0.0099999999999999985,2875,-61.598177317022902
0.013999999999999999,2875,-61.598194271435098
0.017999999999999999,2875,-61.598198176819679
0.021999999999999999,2875,-61.59818328861806
0.025999999999999999,2875,-61.598186108143203
0.029999999999999999,2875,-61.598206093267898
0.034000000000000002,2875,-61.598215435101196
0.037999999999999999,2875,-61.598203375523084
0.042000000000000003,2875,-61.598197283350331
0.045999999999999999,2875,-61.598205469604622
0.049999999999999996,2875,-61.598207904772345
0.053999999999999999,2875,-61.598192599734119
0.058000000000000003,2875,-61.598180140397659
0.062,2875,-61.598185341089938
0.066000000000000003,2875,-61.598194899881086
0.0059999999999999984,3000,-96.241587949032322
0.0099999999999999985,3000,-95.083567043707035
0.013999999999999999,3000,-95.083891801995804
0.017999999999999999,3000,-95.084025497078457
0.021999999999999999,3000,-95.083683939358963
0.025999999999999999,3000,-95.083637900391665
0.029999999999999999,3000,-95.084065547382934
0.034000000000000002,3000,-95.084280590398606
0.037999999999999999,3000,-95.084076168039019
0.042000000000000003,3000,-95.083889705183793
0.045999999999999999,3000,-95.084048054152845
0.049999999999999996,3000,-95.084204107199426
0.053999999999999999,3000,-95.083883471408598
0.058000000000000003,3000,-95.083661407709769
0.062,3000,-95.083747558263084
0.066000000000000003,3000,-95.083925769726022
0.0059999999999999984,3125,-108.86449055864061
0.0099999999999999985,3125,-150.8484841523063
0.013999999999999999,3125,-150.45800534014955
0.017999999999999999,3125,-150.40237588952513
0.021999999999999999,3125,-150.70191879621649
0.025999999999999999,3125,-150.65654892166521
0.029999999999999999,3125,-150.21088348260929
0.034000000000000002,3125,-149.99832387097214
0.037999999999999999,3125,-150.2897202249556
0.042000000000000003,3125,-150.4064897699067
0.045999999999999999,3125,-150.22439024991792
0.049999999999999996,3125,-150.21350675029896
0.053999999999999999,3125,-150.47247395965411
0.058000000000000003,3125,-150.82838549203157
0.062,3125,-150.68007845637257
0.066000000000000003,3125,-150.4986968535074
